case_number,date_last_modified,ground,reason,status,date_filed,petition_number
T17-0550,12-21-2017,Decrease in Services,,Action needed,2017-10-03 00:00:00.000,5753
T17-0554,12-21-2017,Costa Hawkins Violation,,Action needed,2017-10-03 00:00:00.000,5757
T17-1081,10-3-2017,Incorrect Rent Increase,,Completed,2017-10-03 00:00:00.000,106
T17-1081,10-3-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-10-03 00:00:00.000,106
T17-1081,10-3-2017,Decrease in Services,,Completed,2017-10-03 00:00:00.000,106
T17-1081,10-3-2017,Exceeds 30% in 5 years ,,Completed,2017-10-03 00:00:00.000,106
T17-0551,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-10-03 00:00:00.000,5754
T17-0551,12-21-2017,Decrease in Services,,Completed,2017-10-03 00:00:00.000,5754
T17-0552,12-21-2017,Decrease in Services,,Completed,2017-10-03 00:00:00.000,5755
T17-0553,12-21-2017,Decrease in Services,,Completed,2017-10-03 00:00:00.000,5756
T17-0551,12-21-2017,Exceeds 30% in 5 years ,,Completed,2017-10-03 00:00:00.000,5754
T17-0549,12-21-2017,Decrease in Services,,Action needed,2017-10-02 00:00:00.000,5752
T17-0546,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-10-02 00:00:00.000,5749
T17-0547,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-10-02 00:00:00.000,5750
T17-0547,12-21-2017,No Concurrent RAP Notice,,Completed,2017-10-02 00:00:00.000,5750
T17-0547,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-10-02 00:00:00.000,5750
T17-0547,12-21-2017,Second Increase in 12 months,,Completed,2017-10-02 00:00:00.000,5750
T17-0548,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-10-02 00:00:00.000,5751
C17-0026,2-13-2018,,,Completed,2017-10-02 00:00:00.000,8978
T17-1080,9-29-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-29 21:00:00.840,105
T17-1080,9-29-2017,Decrease in Services,,Completed,2017-09-29 21:00:00.840,105
T17-0545,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Action needed,2017-09-29 00:00:00.000,5748
T17-0545,12-21-2017,Second Increase in 12 months,,Action needed,2017-09-29 00:00:00.000,5748
T17-0544,12-21-2017,No Concurrent RAP Notice,,Completed,2017-09-29 00:00:00.000,5747
T17-0542,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-29 00:00:00.000,5745
T17-0542,12-21-2017,Decrease in Services,,Completed,2017-09-29 00:00:00.000,5745
T17-0543,12-21-2017,Decrease in Services,,Completed,2017-09-29 00:00:00.000,5746
T17-1079,9-28-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-28 20:35:30.017,104
T17-1079,9-28-2017,"Health, Safety, Code Violations",,Completed,2017-09-28 20:35:30.017,104
T17-1079,9-28-2017,Decrease in Services,,Completed,2017-09-28 20:35:30.017,104
T17-0541,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-28 00:00:00.000,5744
T17-0541,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-28 00:00:00.000,5744
T17-0541,12-21-2017,Decrease in Services,,Completed,2017-09-28 00:00:00.000,5744
C17-0025,2-13-2018,,,Completed,2017-09-28 00:00:00.000,8977
L17-0219,9-26-2017,,Certificate of Exemption,In-process,2017-09-26 00:00:00.000,916
T17-0540,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-26 00:00:00.000,5743
T17-0540,12-21-2017,Exceeds 30% in 5 years ,,Completed,2017-09-26 00:00:00.000,5743
C17-0024,2-13-2018,,,Completed,2017-09-26 00:00:00.000,8976
L17-0217,9-25-2017,,Certificate of Exemption,Completed,2017-09-25 00:00:00.000,914
L17-0218,9-25-2017,,Certificate of Exemption,Completed,2017-09-25 00:00:00.000,915
T17-1078,9-24-2017,Incorrect Rent Increase,,In-process,2017-09-24 21:51:57.157,103
T17-1078,9-24-2017,Decrease in Services,,In-process,2017-09-24 21:51:57.157,103
T17-1077,9-24-2017,Decrease in Services,,Completed,2017-09-24 19:05:01.080,102
T17-0538,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-24 00:00:00.000,5741
T17-0537,12-21-2017,Decrease in Services,,Completed,2017-09-24 00:00:00.000,5740
T17-0538,12-21-2017,Decrease in Services,,Completed,2017-09-24 00:00:00.000,5741
T17-0536,12-21-2017,Decrease in Services,,Completed,2017-09-22 00:00:00.000,5739
T17-0539,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,,2017-09-21 00:00:00.000,5742
T17-0535,12-21-2017,No Concurrent RAP Notice,,,2017-09-21 00:00:00.000,5738
T17-0539,12-21-2017,No Concurrent RAP Notice,,,2017-09-21 00:00:00.000,5742
X17-0008,2-13-2018,,,Completed,2017-09-21 00:00:00.000,9523
L17-0216,9-20-2017,,Certificate of Exemption,Completed,2017-09-20 00:00:00.000,913
T17-0534,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-20 00:00:00.000,5737
L17-1027,9-19-2017,,,Completed,2017-09-19 15:13:57.417,101
L17-1026,9-19-2017,,,Completed,2017-09-19 15:06:03.977,100
L17-1025,9-19-2017,,,Completed,2017-09-19 14:56:09.947,99
T17-0533,12-21-2017,"Health, Safety, Code Violations",,In-process,2017-09-18 00:00:00.000,5736
T17-0533,12-21-2017,Decrease in Services,,In-process,2017-09-18 00:00:00.000,5736
L17-0214,9-18-2017,,Certificate of Exemption,Completed,2017-09-18 00:00:00.000,911
L17-0215,9-18-2017,,Certificate of Exemption,Completed,2017-09-18 00:00:00.000,912
T17-0532,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-18 00:00:00.000,5735
T17-0532,12-21-2017,No Concurrent RAP Notice,,Completed,2017-09-18 00:00:00.000,5735
T17-0532,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-18 00:00:00.000,5735
T17-0532,12-21-2017,No Summary Provided,,Completed,2017-09-18 00:00:00.000,5735
T17-0531,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-17 00:00:00.000,5734
T17-0531,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-17 00:00:00.000,5734
T17-0531,12-21-2017,Second Increase in 12 months,,Completed,2017-09-17 00:00:00.000,5734
T17-0531,12-21-2017,Exceeds 30% in 5 years ,,Completed,2017-09-17 00:00:00.000,5734
T17-0531,12-21-2017,Exemption Based on Fraud or Mistake,,Completed,2017-09-17 00:00:00.000,5734
T17-0530,12-21-2017,Decrease in Services,,Completed,2017-09-15 00:00:00.000,5733
T17-0528,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2017-09-14 00:00:00.000,5731
T17-0528,12-21-2017,No Concurrent RAP Notice,,In-process,2017-09-14 00:00:00.000,5731
T17-0528,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,In-process,2017-09-14 00:00:00.000,5731
T17-0529,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-14 00:00:00.000,5732
T17-0529,12-21-2017,No Concurrent RAP Notice,,Completed,2017-09-14 00:00:00.000,5732
T17-0529,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-14 00:00:00.000,5732
T17-0529,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-14 00:00:00.000,5732
T17-0529,12-21-2017,Decrease in Services,,Completed,2017-09-14 00:00:00.000,5732
T17-0529,12-21-2017,Exceeds 30% in 5 years ,,Completed,2017-09-14 00:00:00.000,5732
T17-0527,2-23-2018,Decrease in Services,,Completed,2017-09-14 00:00:00.000,5730
T17-1076,9-13-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-13 17:41:51.453,98
T17-1076,9-13-2017,No Concurrent RAP Notice,,Completed,2017-09-13 17:41:51.453,98
T17-1076,9-13-2017,No Summary Provided,,Completed,2017-09-13 17:41:51.453,98
T17-0524,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2017-09-13 00:00:00.000,5727
T17-0525,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2017-09-13 00:00:00.000,5728
T17-0524,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,In-process,2017-09-13 00:00:00.000,5727
T17-0524,12-21-2017,No Summary Provided,,In-process,2017-09-13 00:00:00.000,5727
L17-0213,9-13-2017,,Certificate of Exemption,Completed,2017-09-13 00:00:00.000,910
T17-0522,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-12 00:00:00.000,5725
T17-0522,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-12 00:00:00.000,5725
T17-0523,9-14-2018,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-12 00:00:00.000,5726
T17-0523,9-14-2018,Second Increase in 12 months,,Completed,2017-09-12 00:00:00.000,5726
T17-0523,9-14-2018,"Health, Safety, Code Violations",,Completed,2017-09-12 00:00:00.000,5726
T17-0523,9-14-2018,Decrease in Services,,Completed,2017-09-12 00:00:00.000,5726
L17-0209,9-11-2017,,Certificate of Exemption,,2017-09-11 00:00:00.000,906
L17-0210,9-11-2017,,Certificate of Exemption,,2017-09-11 00:00:00.000,907
T17-0519,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,,2017-09-11 00:00:00.000,5722
T17-0519,12-21-2017,No Concurrent RAP Notice,,,2017-09-11 00:00:00.000,5722
T17-0519,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,,2017-09-11 00:00:00.000,5722
L17-0211,9-11-2017,,Certificate of Exemption,Completed,2017-09-11 00:00:00.000,908
L17-0212,9-11-2017,,Certificate of Exemption,Completed,2017-09-11 00:00:00.000,909
T17-0521,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-11 00:00:00.000,5724
T17-0520,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-11 00:00:00.000,5723
T17-0521,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-11 00:00:00.000,5724
T17-0521,12-21-2017,Decrease in Services,,Completed,2017-09-11 00:00:00.000,5724
L17-0208,9-8-2017,,Approval of Increase,Completed,2017-09-08 00:00:00.000,905
T17-0517,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-08 00:00:00.000,5720
T17-0526,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-08 00:00:00.000,5729
T17-0518,12-21-2017,No Concurrent RAP Notice,,Completed,2017-09-08 00:00:00.000,5721
T17-0518,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-08 00:00:00.000,5721
T17-0518,12-21-2017,Second Increase in 12 months,,Completed,2017-09-08 00:00:00.000,5721
T17-0518,12-21-2017,Decrease in Services,,Completed,2017-09-08 00:00:00.000,5721
T17-0518,12-21-2017,Exemption Based on Fraud or Mistake,,Completed,2017-09-08 00:00:00.000,5721
L17-1024,9-7-2017,,,In-process,2017-09-07 21:12:49.787,97
T17-1075,11-7-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-07 10:56:48.367,96
T17-0516,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,,2017-09-07 00:00:00.000,5719
L17-0206,9-7-2017,,Approval of Increase,Completed,2017-09-07 00:00:00.000,903
L17-0207,8-20-2018,,Certificate of Exemption,Completed,2017-09-07 00:00:00.000,904
T17-0515,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-07 00:00:00.000,5718
T17-1074,9-6-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-06 20:03:20.000,95
T17-1074,9-6-2017,No Concurrent RAP Notice,,Completed,2017-09-06 20:03:20.000,95
T17-1074,9-6-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-06 20:03:20.000,95
T17-1074,9-6-2017,Decrease in Services,,Completed,2017-09-06 20:03:20.000,95
T17-1074,9-6-2017,No Summary Provided,,Completed,2017-09-06 20:03:20.000,95
T17-1073,9-6-2017,"Health, Safety, Code Violations",,In-process,2017-09-06 03:28:32.180,94
T17-1072,9-6-2017,"Health, Safety, Code Violations",,In-process,2017-09-06 00:33:26.543,93
T17-1072,9-6-2017,Decrease in Services,,In-process,2017-09-06 00:33:26.543,93
T17-0514,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,,2017-09-06 00:00:00.000,5717
T17-0514,12-21-2017,No Concurrent RAP Notice,,,2017-09-06 00:00:00.000,5717
T17-0514,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,,2017-09-06 00:00:00.000,5717
T17-0514,12-21-2017,Decrease in Services,,,2017-09-06 00:00:00.000,5717
T17-0514,12-21-2017,No Summary Provided,,,2017-09-06 00:00:00.000,5717
T17-0513,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-06 00:00:00.000,5716
T17-0513,12-21-2017,Decrease in Services,,Completed,2017-09-06 00:00:00.000,5716
T17-0511,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2017-09-05 00:00:00.000,5714
T17-0511,12-21-2017,No Concurrent RAP Notice,,In-process,2017-09-05 00:00:00.000,5714
T17-0511,12-21-2017,Second Increase in 12 months,,In-process,2017-09-05 00:00:00.000,5714
T17-0511,12-21-2017,"Health, Safety, Code Violations",,In-process,2017-09-05 00:00:00.000,5714
T17-0511,12-21-2017,Exceeds 30% in 5 years ,,In-process,2017-09-05 00:00:00.000,5714
T17-0511,12-21-2017,No Summary Provided,,In-process,2017-09-05 00:00:00.000,5714
L17-0204,9-5-2017,,Approval of Increase,Completed,2017-09-05 00:00:00.000,901
T17-0512,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-05 00:00:00.000,5715
T17-0512,12-21-2017,No Concurrent RAP Notice,,Completed,2017-09-05 00:00:00.000,5715
T17-0512,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-09-05 00:00:00.000,5715
X17-0006,2-13-2018,,,Completed,2017-09-05 00:00:00.000,9521
L17-0190,9-4-2017,,Approval of Increase,In-process,2017-09-04 00:00:00.000,887
T17-1071,9-3-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2017-09-03 15:53:30.460,92
T17-1071,9-3-2017,Rent Increase Violates State Law,,In-process,2017-09-03 15:53:30.460,92
T17-0510,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-09-03 00:00:00.000,5713
T17-0510,12-21-2017,No Concurrent RAP Notice,,Completed,2017-09-03 00:00:00.000,5713
T17-1070,9-1-2017,"Health, Safety, Code Violations",,Completed,2017-09-01 15:52:54.650,91
T17-1070,9-1-2017,Decrease in Services,,Completed,2017-09-01 15:52:54.650,91
L17-0203,9-1-2017,,Certificate of Exemption,In-process,2017-09-01 00:00:00.000,900
T17-0505,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-01 00:00:00.000,5708
T17-0509,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-09-01 00:00:00.000,5712
T17-0505,12-21-2017,Decrease in Services,,Completed,2017-09-01 00:00:00.000,5708
T17-0507,12-21-2017,Decrease in Services,,Completed,2017-09-01 00:00:00.000,5710
T17-0508,12-21-2017,Decrease in Services,,Completed,2017-09-01 00:00:00.000,5711
X17-0007,2-13-2018,,,Completed,2017-09-01 00:00:00.000,9522
T17-1069,8-31-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,No Concurrent RAP Notice,,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,Rent Increase Violates State Law,,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,Second Increase in 12 months,,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,"Health, Safety, Code Violations",,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,Decrease in Services,,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,Exceeds 30% in 5 years ,,Completed,2017-08-31 11:50:00.030,90
T17-1069,8-31-2017,Exemption Based on Fraud or Mistake,,Completed,2017-08-31 11:50:00.030,90
T17-0504,12-21-2017,"Health, Safety, Code Violations",,,2017-08-31 00:00:00.000,5707
T17-0504,12-21-2017,Decrease in Services,,,2017-08-31 00:00:00.000,5707
L17-0202,8-31-2017,,Certificate of Exemption,Completed,2017-08-31 00:00:00.000,899
T17-0503,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-31 00:00:00.000,5706
T17-0503,12-21-2017,No Concurrent RAP Notice,,Completed,2017-08-31 00:00:00.000,5706
T17-0503,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-31 00:00:00.000,5706
T17-0503,12-21-2017,Second Increase in 12 months,,Completed,2017-08-31 00:00:00.000,5706
T17-0503,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-08-31 00:00:00.000,5706
T17-0503,12-21-2017,Decrease in Services,,Completed,2017-08-31 00:00:00.000,5706
T17-0503,12-21-2017,Exceeds 30% in 5 years ,,Completed,2017-08-31 00:00:00.000,5706
L17-0201,8-30-2017,,Approval of Increase,Completed,2017-08-30 00:00:00.000,898
T17-0501,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-30 00:00:00.000,5704
T17-0502,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-30 00:00:00.000,5705
T17-0498,12-21-2017,No Concurrent RAP Notice,,Completed,2017-08-30 00:00:00.000,5701
T17-0499,12-21-2017,No Concurrent RAP Notice,,Completed,2017-08-30 00:00:00.000,5702
T17-0501,12-21-2017,No Concurrent RAP Notice,,Completed,2017-08-30 00:00:00.000,5704
T17-0502,12-21-2017,No Concurrent RAP Notice,,Completed,2017-08-30 00:00:00.000,5705
T17-0498,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-30 00:00:00.000,5701
T17-0499,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-30 00:00:00.000,5702
T17-0501,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-30 00:00:00.000,5704
T17-0502,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-30 00:00:00.000,5705
T17-0502,12-21-2017,Second Increase in 12 months,,Completed,2017-08-30 00:00:00.000,5705
T17-0498,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-08-30 00:00:00.000,5701
T17-0499,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-08-30 00:00:00.000,5702
T17-0498,12-21-2017,No Summary Provided,,Completed,2017-08-30 00:00:00.000,5701
T17-0499,12-21-2017,No Summary Provided,,Completed,2017-08-30 00:00:00.000,5702
C17-0023,2-13-2018,,,Completed,2017-08-30 00:00:00.000,8975
T17-1068,8-29-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-29 11:23:51.830,89
T17-1068,8-29-2017,Rent Increase Violates State Law,,Completed,2017-08-29 11:23:51.830,89
T17-0496,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-29 00:00:00.000,5699
T17-0497,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-29 00:00:00.000,5700
T17-1067,8-28-2017,Rent Increase Violates State Law,,Completed,2017-08-28 22:10:04.520,88
T17-1067,8-28-2017,Second Increase in 12 months,,Completed,2017-08-28 22:10:04.520,88
T17-1067,8-28-2017,Exceeds 30% in 5 years ,,Completed,2017-08-28 22:10:04.520,88
L17-0200,8-28-2017,,Certificate of Exemption,Completed,2017-08-28 00:00:00.000,897
L17-0205,8-28-2017,,Certificate of Exemption,Completed,2017-08-28 00:00:00.000,902
T17-0493,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-28 00:00:00.000,5696
T17-0495,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-28 00:00:00.000,5698
T17-0500,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2017-08-28 00:00:00.000,5703
T17-0495,12-21-2017,No Concurrent RAP Notice,,Completed,2017-08-28 00:00:00.000,5698
T17-0493,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-28 00:00:00.000,5696
T17-0495,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2017-08-28 00:00:00.000,5698
T17-0492,12-21-2017,Second Increase in 12 months,,Completed,2017-08-28 00:00:00.000,5695
T17-0495,12-21-2017,"Health, Safety, Code Violations",,Completed,2017-08-28 00:00:00.000,5698
T17-0494,12-21-2017,Decrease in Services,,Completed,2017-08-28 00:00:00.000,5697
T17-0495,12-21-2017,Decrease in Services,,Completed,2017-08-28 00:00:00.000,5698
T17-0492,12-21-2017,Exceeds 30% in 5 years ,,Completed,2017-08-28 00:00:00.000,5695
T17-0500,12-21-2017,Exemption Based on Fraud or Mistake,,Completed,2017-08-28 00:00:00.000,5703
C17-0022,2-13-2018,,,Completed,2017-08-28 00:00:00.000,8974
T17-0506,5-16-2018,"Health, Safety, Code Violations",,Completed,2017-08-28 00:00:00.000,5709
T17-1066,8-25-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2017-08-25 17:29:49.500,87
T17-1065,8-25-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2017-08-25 11:09:42.773,86
T17-1065,8-25-2017,Exceeds 30% in 5 years ,,In-process,2017-08-25 11:09:42.773,86
T17-0491,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,,2017-08-25 00:00:00.000,5694
